,issuer_name,plan_sponsor_name,plan_name,SPONS_DFE_EIN,FORM_TAX_PRD,FORM_PLAN_YEAR_BEGIN_DATE,PLAN_EFF_DATE,SPONS_DFE_MAIL_US_ADDRESS1,SPONS_DFE_MAIL_US_ADDRESS2,SPONS_DFE_MAIL_US_CITY,SPONS_DFE_MAIL_US_STATE,SPONS_DFE_MAIL_US_ZIP,SPONS_DFE_PHONE_NUM,BUSINESS_CODE,ADMIN_SIGNED_DATE,ADMIN_SIGNED_NAME
0,Cigna Health Life Insurance Company,"11:11 Systems, Inc.",OAP,850775797,2025-12-31,2025-01-01,2023-01-01,"695 ROUTE 46, SUITE 301",,FAIRFIELD,NJ,7004.0,8006977088.0,541512.0,2026-03-27T13:15:17-0500,EMILY COLE
1,Cigna Health Life Insurance Company,Community Counseling Solutions,OAP,342057513,2025-12-31,2025-01-01,2018-01-01,550 WEST SPERRY STREET,,HEPPNER,OR,97836.0,5416769161.0,621420.0,,
2,Cigna Health Life Insurance Company,"Huish Outdoors, LLC",PPO,263678735,2023-11-30,2022-12-01,2022-12-01,1540 NORTH 2200 WEST,,SALT LAKE CITY,UT,84116.0,8018346931.0,451140.0,2026-04-22T16:14:09-0500,CINDY CHATWIN
3,Cigna Health Life Insurance Company,"Grassy Creek, LLC",OAP,980552787,2025-12-31,2025-01-01,2017-08-01,PO BOX 1807,330 BELLEVIEW AVENUE,CRESTED BUTTE,CO,81224.0,9703497761.0,531120.0,,
4,Cigna Health Life Insurance Company,Commercial Credit Group Inc.,OAP,201409176,2025-12-31,2025-01-01,2013-12-01,"525 NORTH TRYON STREET, SUITE 1000",,CHARLOTTE,NC,28202.0,7047310031.0,522220.0,,
5,Cigna Health Life Insurance Company,"Andrew's Refrigeration, Inc.",Local Plus,860840431,2025-12-31,2025-01-01,2020-01-01,5617 E HILLERY DRIVE,,SCOTTSDALE,AZ,85254.0,6029929560.0,443141.0,2026-04-03T11:49:41-0500,GREG WILLMER
6,Cigna Health Life Insurance Company,Oats Overnight Inc.,OAP,812174460,2025-12-31,2025-07-01,2022-07-01,4121 EAST COTTON CENTER BOULEVARD,,PHOENIX,AZ,85040.0,6028854328.0,311900.0,,
7,Cigna Health Life Insurance Company,Huvepharma,OAP,203406575,2025-12-31,2025-01-01,2019-01-01,525 WESTPARK DRIVE,SUITE 230,PEACHTREE CITY,GA,30269.0,4702782111.0,311110.0,2026-04-22T11:18:00-0500,MICHELLE PEPPERS
8,Cigna Health Life Insurance Company,"Peak Dental Services, LLC",OAP,263216754,2022-03-31,2021-04-01,2017-04-01,6110 BARNES ROAD,,COLORADO SPRINGS,CO,80922.0,3033178997.0,541600.0,,
9,Cigna Health Life Insurance Company,"Peak Dental Services, LLC",OAP,263216754,2022-03-31,2021-04-01,2021-04-01,6110 BARNES ROAD,,COLORADO SPRINGS,CO,80922.0,3033178997.0,541600.0,,
10,Cigna Health Life Insurance Company,"Peak Dental Services, LLC",OAP,263216754,2022-03-31,2021-04-01,2021-04-01,6110 BARNES ROAD,,COLORADO SPRINGS,CO,80922.0,3033178997.0,541600.0,,
11,Cigna Health Life Insurance Company,"Peak Dental Services, LLC",OAP,263216754,2022-12-31,2022-04-01,2017-04-01,6110 BARNES ROAD,,COLORADO SPRINGS,CO,80922.0,3033178997.0,541600.0,,
12,Cigna Health Life Insurance Company,"Peak Dental Services, LLC",OAP,263216754,2022-12-31,2022-04-01,2021-04-01,6110 BARNES ROAD,,COLORADO SPRINGS,CO,80922.0,3033178997.0,541600.0,,
13,Cigna Health Life Insurance Company,"Peak Dental Services, LLC",OAP,263216754,2023-03-31,2022-04-01,2021-04-01,6110 BARNES ROAD,,COLORADO SPRINGS,CO,80922.0,3033178997.0,541600.0,,
14,Cigna Health Life Insurance Company,"Arizona Asthma & Allergy Legacy, PLC",OAP,860379167,2025-12-31,2025-01-01,2019-01-01,13965 NORTH 75TH AVENUE,,PEORIA,AZ,85381.0,6028432991.0,621111.0,2026-04-15T19:32:50-0500,DR. EIZA L.O. CHING
15,Cigna Health Life Insurance Company,Divcon LLC,OAP,364663558,2025-12-31,2025-01-01,2020-01-01,1801 ROYAL LANE,"BUILDING 1, SUITE 100",FARMERS BRANCH,TX,75229.0,2148216958.0,621900.0,2026-04-21T12:16:30-0500,SAL OLIMPIO
16,Cigna Health Life Insurance Company,"RAUCH NORTH AMERICA, INC.",OAP,611952029,2025-12-31,2025-01-01,2021-03-01,10501 NORTH REEMS ROAD,,WADDELL,AZ,85355.0,6232270692.0,334610.0,,
17,Cigna Health Life Insurance Company,"SEE'S CANDIES, INC.",Local Plus,951205740,2025-10-01,2025-03-01,1951-12-31,210 EL CAMINO REAL,,SAN FRANCISCO,CA,94080.0,6505837307.0,311300.0,2026-04-02T16:26:16-0500,RUNGRAWEE LYNAGH
18,Cigna Health Life Insurance Company,"Measurement, Inc.",OAP,561264255,2025-12-31,2025-01-01,2006-01-01,215 MORRIS STREET,,DURHAM,NC,27701.0,9196832413.0,611000.0,2026-04-06T13:32:40-0500,KENNETH PUZDER
19,Cigna Health Life Insurance Company,Foresight Mental Health Group PLLC,OAP,871858885,2025-12-31,2025-01-01,2024-01-01,"2855 TELEGRAPH AVE., SUITE 515",,BERKELEY,CA,94705.0,,621330.0,,
20,Cigna Health Life Insurance Company,Coatue Management LLC,OAP,134078032,2025-12-31,2025-01-01,2016-12-01,9 WEST 57TH STREET,25TH FLOOR,NEW YORK,NY,10019.0,2127155100.0,523900.0,2026-04-24T12:55:09-0500,JOANNA ALBRIGHT
21,Cigna Health Life Insurance Company,Topographic OM Inc.,OAP,730717508,2025-12-31,2025-01-01,1994-07-01,"481 WINSCOTT ROAD, S",,BENBROOK,TX,76126.0,8177447512.0,541370.0,2026-03-27T10:23:16-0500,MARI BETH BAZE
22,Cigna Health Life Insurance Company,Cato Institute,OAP,237432162,2025-12-31,2025-01-01,2014-01-01,1000 MASSACHUSETTS AVE NW,,WASHINGTON,DC,20001.0,2022184621.0,541990.0,2026-04-09T04:48:46-0500,MARISSA DELGADO
23,Cigna Health Life Insurance Company,NL Starfish Partners,OAP,874760540,2025-12-31,2025-01-01,2024-01-01,5908 HEADQUARTERS DRIVE,SUITE K200,PLANO,TX,75024.0,2145568000.0,561300.0,,
24,Cigna Health Life Insurance Company,AON CORPORATION,OAP,363051915,2021-12-31,2021-01-01,1984-07-01,MSC# 17755,PO BOX 1447,LINCOLNSHIRE,IL,60069.0,3123811000.0,524290.0,2026-03-22T19:39:42-0500,DONNA DAVIS
25,Cigna Health Life Insurance Company,AON CORPORATION,OAP,363051915,2022-12-31,2022-01-01,1984-07-01,MSC# 17755,PO BOX 1447,LINCOLNSHIRE,IL,60069.0,3123811000.0,524290.0,2026-03-22T19:48:04-0500,DONNA DAVIS
26,Cigna Health Life Insurance Company,AON CORPORATION,OAP,363051915,2021-12-31,2021-01-01,2004-01-01,MSC# 17755,PO BOX 1447,LINCOLNSHIRE,IL,60069.0,3123811000.0,524290.0,2026-03-22T20:37:37-0500,DONNA DAVIS
27,Cigna Health Life Insurance Company,AON CORPORATION,OAP,363051915,2022-12-31,2022-01-01,2004-01-01,MSC# 17755,PO BOX 1447,LINCOLNSHIRE,IL,60069.0,3123811000.0,524290.0,2026-03-22T20:42:50-0500,DONNA DAVIS
